Washington, D.C. Total				4313 	2105 	2383 	2197 	447.0334022 	394.64251377 	409.40409033 	429.1 	-0.408596216 	1.6882864615 	4.8108727135

Ward 1 				790 	520 	551 	499 	473.62219237 	427.79676289 	409.40409033 	450 	-0.510317022 	1.0171249664 	9.9158534632
	1 		Kalorama Hts./Adams Morgan    	323 	143 	172 	199 	497.48315852 	491.85932813 	463.11988001 	467.5 	-0.619695469 	-1.010725657 	0.9457853518
	2 		Columbia Hts./Mt. Pleasant    	244 	290 	298 	228 	424.46140785 	406.40692475 	348.73336369 	421.25 	-0.075917248 	0.7200106273 	20.794292677
	3 		Howard Univ./Le Droit Pk.     	279 	111 	111 	109 	485.6725798 	497.31373686 	468.59504315 	515 	0.5880443115 	0.7013643685 	9.9029978079

Ward 2 				1962 	616 	878 	777 	480.21693176 	448.65185508 	468.59504315 	469 	-0.236072654 	0.8910576907 	0.0864193629
	4 		Georgetown/Burleith           	96 	45 	51 	44 	514.98919398 	535.81544552 	443.93214614 	532 	0.3255043331 	-0.142823797 	19.838133964
	5 		West End/Foggy Bottom         	324 	86 	124 	123 	524.82135089 	470.3090662 	429.13440794 	459 	-1.331138047 	-0.485614187 	6.9594960253
	6 		Dupont Circle/Conn. Av./K St. 	433 	179 	210 	221 	442.44706072 	419.24082763 	384.74119332 	419 	-0.543019297 	-0.01149139 	8.9043770909
	7 		Shaw/Logan Circle             	419 	249 	264 	239 	473.62219237 	456.67304439 	463.95841851 	485 	0.2376714877 	1.2108966033 	4.5352300225

Ward 3 				747 	203 	319 	357 	453.11854809 	385.0170866 	369.94345512 	393 	-1.413358716 	0.4112814057 	6.232451085
	11 		Friendship Hts./AU Pk.        	184 	18 	35 	31 	480.53168068 	514.63950576 	475.50065431 	480 	-0.011069938 	-1.383945448 	0.9462333328
	12 		N. Cleveland Pk./Forest Hills 	117 	26 	56 	60 	441.2480172 	375.39165944 	333.19573858 	362.25 	-1.953394432 	-0.710172768 	8.7198778556
	13 		Spring Valley/Palisades       	103 	31 	49 	68 	394.42536754 	330.47299933 	404.47151093 	467.5 	1.7142210754 	7.1837942134 	15.582924228
	14 		Cathedral Hts./Glover Pk.     	239 	76 	121 	131 	446.64371306 	374.85691348 	369.94345512 	380 	-1.602913997 	0.2729089926 	2.7184005402
	15 		Cleveland Pk./Woodley Pk.     	77 	44 	44 	56 	462.11137453 	409.02717992 	385.97433817 	399.999 	-1.433071218 	-0.445396381 	3.6335736447

Ward 4 				70 	81 	86 	76 	263.7895755 	214.96787335 	287.32275014 	295 	1.1245119681 	6.5343575383 	2.6719951186
	17 		Takoma/Brightwood             	25 	18 	26 	19 	245.80392262 	211.75939763 	314.74789161 	305 	2.1812245515 	7.5700645634 	-3.09704747
	18 		Brightwood Pk./Crestwood      	45 	63 	60 	57 	267.38670607 	215.07482254 	272.47568614 	280 	0.4620004991 	5.4177376385 	2.7614624863

Ward 5 				118 	82 	120 	88 	304.25909303 	276.731031 	324.31709565 	324.75 	0.6538889541 	3.2519493591 	0.1334818153
	21 		Edgewood/Bloomingdale         	61 	53 	82 	57 	346.52357872 	303.73570165 	394.55209375 	385 	1.058487456 	4.8559253812 	-2.420996848

Ward 6 				415 	529 	412 	382 	376.49966685 	364.69674037 	383.75467744 	415.75 	0.9966028936 	2.6549924172 	8.3374417143
	8 		Downtown/N. Capitol St.       	706 	139 	304 	207 	508.39445459 	454.53406057 	582.53762733 	510 	0.0315359118 	2.3294756338 	-12.4520072
	9 		SW Employment Area/Waterfront 	111 	185 	109 	96 	341.72740462 	279.68496764 	335.41539931 	335.37 	-0.187613353 	3.6981520725 	-0.013535248
	25 		NoMa/Union Station/Stanton Pk.	156 	103 	112 	98 	411.09207254 	366.83572418 	369.94345512 	399.999 	-0.273177819 	1.7460262441 	8.124361836
	26 		Capitol Hill/Lincoln Pk.      	92 	64 	54 	61 	323.44199087 	320.74062298 	346.14375951 	390 	1.8888875562 	3.9877371463 	12.66994978
	27 		Near Southeast/Navy Yard      	0 	77 	44 	46 	- 	433.14422243 	453.54820968 	479.5 	- 	2.0542786021 	5.7219474713

Ward 7 				108 	49 	11 	11 	173.80135895 	219.24584098 	167.70769965 	235 	3.0626890065 	1.3975122124 	40.124753059
	33 		Capitol View/Marshall Hts.    	22 	41 	0 	0 	173.26178936 	229.4060141 	- 	- 	- 	- 	-
	35 		Fairfax Village/Naylor Gardens	58 	4 	7 	3 	166.66704997 	- 	- 	- 	- 	- 	-

Ward 8 				103 	25 	6 	7 	146.28331005 	262.02551727 	- 	- 	- 	- 	-
	37 		Sheridan/Barry Farm           	32 	16 	6 	4 	137.47034014 	269.99323198 	- 	- 	- 	- 	-
	39 		Congress Hts./Bellevue        	44 	2 	0 	0 	155.86966303 	- 	- 	- 	- 	- 	-

